"termino_espanol","termino_ingles","emotion","valence","arousal","dominance","nivel_arousal"
"pinchazo","prick","surprise","-0.354","0.528","-0.462","alto"
"pino","pine","sadness","0.166","-0.55","-0.376","bajo"
"pintoresco","quaint","joy","0.25","-0.074","-0.052","medio"
"pintoresco","picturesque","joy","0.604","-0.018","-0.034","medio"
"pintoresco","quaint","trust","0.25","-0.074","-0.052","medio"
"piñón","pinion","fear","-0.112","-0.278","-0.308","medio"
"piojo","louse","disgust","-0.632","-0.122","-0.692","medio"
"piqué","pique","anger","-0.166","0","-0.148","medio"
"piquete","picket","anger","-0.27","0.23","-0.098","medio"
"piquete","picket","anticipation","-0.27","0.23","-0.098","medio"
"piquete","picket","fear","-0.27","0.23","-0.098","medio"
"piquetes","picketing","anger","-0.34","0.114","-0.058","medio"
"pirata","pirate","anger","-0.688","0.48","0.118","alto"
"pista","track","anticipation","-0.104","-0.134","0.052","medio"
"pistola","gun","anger","-0.706","0.84","0.426","alto"
"pistola","gun","fear","-0.706","0.84","0.426","alto"
"pivote","pivot","trust","-0.084","-0.236","-0.12","medio"
"Pizca","mite","disgust","-0.42","0.168","-0.458","medio"
"plaga","blight","disgust","-0.458","0.542","-0.142","alto"
"plaga","blight","fear","-0.458","0.542","-0.142","alto"
"plaga","blight","sadness","-0.458","0.542","-0.142","alto"
"Plaga","plague","disgust","-0.834","0.192","-0.29","medio"
"Plaga","plague","fear","-0.834","0.192","-0.29","medio"
"Plaga","plague","sadness","-0.834","0.192","-0.29","medio"
"plagio","plagiarism","disgust","-0.73","0.432","-0.128","alto"
"plan","plan","anticipation","0.292","0.08","0.466","medio"
"planchar","iron","trust","-0.104","-0.298","0.358","medio"
"planeo","glide","anticipation","0.122","0.412","-0.17","alto"
"planeo","glide","joy","0.122","0.412","-0.17","alto"
"planificación","planning","anticipation","0.788","-0.076","0.41","medio"
"planificación","planning","trust","0.788","-0.076","0.41","medio"
"platija","flounder","fear","0.422","-0.334","-0.31","bajo"
"platija","flounder","sadness","0.422","-0.334","-0.31","bajo"
"playa","beach","joy","0.77","0.058","-0.09","medio"
"plomada","plummet","fear","-0.396","0.5","-0.28","alto"
"pobre","pauper","sadness","-0.48","-0.306","-0.613","medio"
"pobreza","poverty","anger","-0.858","0.038","-0.758","medio"
"pobreza","poverty","disgust","-0.858","0.038","-0.758","medio"
"pobreza","poverty","fear","-0.858","0.038","-0.758","medio"
"pobreza","poverty","sadness","-0.858","0.038","-0.758","medio"
"poco dispuesto","loath","anger","-0.73","0.428","-0.11","alto"
"poco interesante","uninteresting","sadness","-0.694","-0.53","-0.544","bajo"
"poco pagado","underpaid","anger","-0.708","-0.174","-0.582","medio"
"poco pagado","underpaid","sadness","-0.708","-0.174","-0.582","medio"
"poderosamente","powerfully","fear","0.708","0.448","0.87","alto"
"poderoso","mighty","anger","0.71","0.674","0.872","alto"
"poderoso","powerful","anger","0.566","0.66","0.991","alto"
"poderoso","powerful","anticipation","0.566","0.66","0.991","alto"
"poderoso","powerful","disgust","0.566","0.66","0.991","alto"
"poderoso","powerful","fear","0.566","0.66","0.991","alto"
"poderoso","mighty","fear","0.71","0.674","0.872","alto"
"poderoso","powerful","joy","0.566","0.66","0.991","alto"
"poderoso","mighty","joy","0.71","0.674","0.872","alto"
"poderoso","mighty","trust","0.71","0.674","0.872","alto"
"poderoso","powerful","trust","0.566","0.66","0.991","alto"
"podrido","rotting","disgust","-0.624","-0.076","-0.49","medio"
"polaridad","polarity","surprise","0.02","-0.056","0","medio"
"polémica","polemic","anger","-0.734","0.5","0.304","alto"
"polémica","polemic","disgust","-0.734","0.5","0.304","alto"
"policía","police","fear","-0.084","0.54","0.66","alto"
"policía","cop","fear","-0.346","0.54","0.672","alto"
"policía","policeman","fear","0.084","0.416","0.796","alto"
"policía","police","trust","-0.084","0.54","0.66","alto"
"policía","policeman","trust","0.084","0.416","0.796","alto"
"policía","cop","trust","-0.346","0.54","0.672","alto"
"poligamia","polygamy","disgust","-0.27","0.294","0.126","medio"
"polio","polio","fear","-0.408","-0.096","-0.182","medio"
"polio","polio","sadness","-0.408","-0.096","-0.182","medio"
"política","politics","anger","-0.5","0.056","0.71","medio"
"política","policy","trust","-0.352","0.47","0.666","alto"
"pollo","chicken","fear","0.188","-0.388","-0.212","bajo"
"pólvora","gunpowder","fear","-0.15","0.706","0.018","alto"
"pomposo","pompous","disgust","0","0.142","-0.182","medio"
"poner en peligro","jeopardize","anger","-0.48","0.754","0.164","alto"
"poner en peligro","endanger","anticipation","-0.77","0.77","-0.192","alto"
"poner en peligro","jeopardize","fear","-0.48","0.754","0.164","alto"
"poner en peligro","endanger","fear","-0.77","0.77","-0.192","alto"
"pontífice","pontiff","trust","0.25","-0.274","0.446","medio"
"por ley","bylaw","trust","-0.062","-0.254","0.45","medio"
"por mal camino","astray","fear","-0.804","0.352","-0.384","alto"
"por último","ultimately","anticipation","-0.23","-0.04","0.116","medio"
"pornografía","pornography","disgust","-0.354","0.842","-0.038","alto"
"pornografía","porn","disgust","-0.312","0.83","-0.158","alto"
"portavoz","spokesman","trust","0.44","-0.04","0.222","medio"
"portón","gate","trust","0.02","-0.53","-0.148","bajo"
"poseer","possess","anticipation","0.34","0.18","0.454","medio"
"poseer","possess","joy","0.34","0.18","0.454","medio"
"poseer","possess","trust","0.34","0.18","0.454","medio"
"poseído","possessed","anger","-0.346","0.768","0.222","alto"
"poseído","possessed","disgust","-0.346","0.768","0.222","alto"
"poseído","possessed","fear","-0.346","0.768","0.222","alto"
"posesión","possession","anger","0.354","0.352","0.696","alto"
"posesión","possession","disgust","0.354","0.352","0.696","alto"
"posesión","possession","fear","0.354","0.352","0.696","alto"
"posibilidad","possibility","anticipation","0.649","0.018","0.075","medio"
"póstumo","posthumous","sadness","-0.536","-0.118","-0.14","medio"
"pow","pow","anger","-0.25","-0.12","-0.148","medio"
"práctica","practise","anticipation","0.426","-0.02","0.232","medio"
"precario","precarious","anticipation","-0.786","0.08","-0.454","medio"
"precario","precarious","fear","-0.786","0.08","-0.454","medio"
"precario","precarious","sadness","-0.786","0.08","-0.454","medio"
"precaución","caution","anger","0.104","0.424","0.094","alto"
"precaución","caution","anticipation","0.104","0.424","0.094","alto"
"precaución","caution","fear","0.104","0.424","0.094","alto"
"precavido","cautious","anticipation","-0.06","-0.11","0.034","medio"
"precavido","cautious","fear","-0.06","-0.11","0.034","medio"
"precavido","cautious","trust","-0.06","-0.11","0.034","medio"
"precedencia","precedence","trust","0.188","0.04","0.196","medio"
"precioso","precious","anticipation","0.834","0","0.452","medio"
"precioso","gorgeous","joy","0.84","0.12","0.482","medio"
"precioso","precious","joy","0.834","0","0.452","medio"
"precioso","precious","surprise","0.834","0","0.452","medio"
"precipicio","precipice","fear","-0.604","0.568","-0.208","alto"
"preciso","accurate","trust","0.486","-0.28","0.474","medio"
"precursor","precursor","anticipation","0.16","0.344","0.566","alto"
"predecir","predict","anticipation","0.23","-0.028","0.308","medio"
"Predicamento","predicament","fear","-0.27","-0.04","0.082","medio"
"predicción","prediction","anticipation","0.124","0.27","0.17","medio"
"predilección","predilection","anticipation","0.334","0.058","0.322","medio"
"predisponer","predispose","anticipation","-0.062","-0.038","0.018","medio"
"predominante","prevalent","trust","0.388","-0.14","0.338","medio"
"predominante","predominant","trust","0.36","0.192","0.654","medio"
"preferir","prefer","trust","0.52","-0.23","0.072","medio"
"prejuicio","prejudice","anger","-0.78","0.226","-0.186","medio"
"preliminar","preliminary","anticipation","0.062","-0.214","0.17","medio"
"prematuro","premature","surprise","-0.438","-0.168","-0.446","medio"
"premeditado","premeditated","fear","-0.292","-0.02","0.24","medio"
"premio","reward","anticipation","0.945","0.388","0.566","alto"
"premio","reward","joy","0.945","0.388","0.566","alto"
"premio","reward","surprise","0.945","0.388","0.566","alto"
"premio","reward","trust","0.945","0.388","0.566","alto"
"preocupado","concerned","fear","-0.416","0.396","-0.3","alto"
"preocupado","worried","sadness","-0.812","0.648","-0.21","alto"
"preocupado","concerned","sadness","-0.416","0.396","-0.3","alto"
"preocupante","worrying","anticipation","-0.906","0.5","-0.408","alto"
"preocupante","worrying","fear","-0.906","0.5","-0.408","alto"
"preocupante","worrying","sadness","-0.906","0.5","-0.408","alto"
"preocuparse","worry","anticipation","-0.51","0.552","-0.466","alto"
"preocuparse","fret","fear","-0.422","-0.08","-0.538","medio"
"preocuparse","worry","fear","-0.51","0.552","-0.466","alto"
"preocuparse","worry","sadness","-0.51","0.552","-0.466","alto"
"preparación","preparation","anticipation","0.542","0","0.358","medio"
"preparación","preparedness","anticipation","0.52","0.084","0.526","medio"
"preparación","readiness","anticipation","0.416","0.062","0.4","medio"
"preparación","readiness","joy","0.416","0.062","0.4","medio"
"preparación","readiness","trust","0.416","0.062","0.4","medio"
"preparado","prepared","anticipation","0.42","-0.04","0.466","medio"
"preparado","prepared","trust","0.42","-0.04","0.466","medio"
"preparar","prepare","anticipation","0.312","0.084","0.206","medio"
"preparatorio","preparatory","anticipation","0.396","0","0.152","medio"
"preponderancia","preponderance","trust","0.124","0.102","0.32","medio"
"presa","prey","fear","-0.244","0","-0.388","medio"
"presagio","omen","anticipation","-0.22","0.314","0.166","medio"
"presagio","omen","fear","-0.22","0.314","0.166","medio"
"presciente","prescient","anticipation","0.062","0.078","0.392","medio"
"presente","present","anticipation","0.448","-0.428","0.268","bajo"
"presente","present","joy","0.448","-0.428","0.268","bajo"
"presente","present","surprise","0.448","-0.428","0.268","bajo"
"presente","present","trust","0.448","-0.428","0.268","bajo"
"presentimiento","foreboding","anticipation","-0.122","0.412","0.272","alto"
"presentimiento","foreboding","fear","-0.122","0.412","0.272","alto"
"preservativo","preservative","anticipation","0.062","-0.142","0.018","medio"
"preservativo","preservative","joy","0.062","-0.142","0.018","medio"
"preservativo","preservative","surprise","0.062","-0.142","0.018","medio"
"preservativo","preservative","trust","0.062","-0.142","0.018","medio"
"presidenta","chairwoman","trust","0.438","0.328","0.953","medio"
"presidente","president","trust","0.354","0.244","0.973","medio"
"presidente","chairman","trust","0.312","0.134","0.866","medio"
"preso","inmate","disgust","-0.53","0.326","-0.204","medio"
"preso","inmate","fear","-0.53","0.326","-0.204","medio"
"prestador","lender","trust","-0.32","0.04","0.406","medio"
"prestigio","prestige","joy","0.64","0.188","0.814","medio"
"prestigio","kudos","joy","0.85","0.174","0.284","medio"
"prestigio","prestige","trust","0.64","0.188","0.814","medio"
"presto","presto","joy","0.146","-0.17","-0.134","medio"
"presto","presto","surprise","0.146","-0.17","-0.134","medio"
"presunción","presumption","trust","-0.25","0.192","0.036","medio"
"presuntuoso","presumptuous","anger","-0.47","0.192","0.232","medio"
"presuntuoso","presumptuous","disgust","-0.47","0.192","0.232","medio"
"presupuesto","budget","trust","0.286","-0.208","0.462","medio"
"pretender","intend","trust","0.124","0.04","0.038","medio"
"prevalecer","prevail","anticipation","0.448","0.114","0.5","medio"
"prevalecer","prevail","joy","0.448","0.114","0.5","medio"
"prevención","prevention","anticipation","0.52","-0.074","0.2","medio"
"prevenido","warned","anticipation","-0.396","0.208","0.094","medio"
"prevenido","warned","fear","-0.396","0.208","0.094","medio"
"prevenido","warned","surprise","-0.396","0.208","0.094","medio"
"prevenir","prevent","fear","0.27","-0.038","0.15","medio"
"preventivo","remand","anger","-0.51","-0.108","-0.364","medio"
"prever","foresee","anticipation","0.166","-0.096","0.044","medio"
"prever","foresee","surprise","0.166","-0.096","0.044","medio"
"prever","foresee","trust","0.166","-0.096","0.044","medio"
"previsión","foresight","anticipation","0.36","-0.036","0.28","medio"
"previsión","foresight","trust","0.36","-0.036","0.28","medio"
"prima","bonus","anticipation","0.714","0.24","0.364","medio"
"prima","bonus","joy","0.714","0.24","0.364","medio"
"prima","bonus","surprise","0.714","0.24","0.364","medio"
"Primogénito","firstborn","anticipation","0.572","-0.02","0.39","medio"
"Primogénito","firstborn","joy","0.572","-0.02","0.39","medio"
"Primogénito","firstborn","trust","0.572","-0.02","0.39","medio"
"principal","leading","trust","0.646","0.396","0.954","alto"
"principal","principal","trust","0.3","-0.294","0.418","medio"
"principesco","princely","anticipation","0.572","0.08","0.526","medio"
"principesco","princely","joy","0.572","0.08","0.526","medio"
"principesco","princely","surprise","0.572","0.08","0.526","medio"
"principesco","princely","trust","0.572","0.08","0.526","medio"
"prisa","haste","anticipation","-0.244","0.49","0","alto"
"prisión","prison","anger","-0.776","0.354","-0.018","alto"
"prisión","imprisonment","anger","-0.734","0.26","-0.058","medio"
"prisión","imprisonment","disgust","-0.734","0.26","-0.058","medio"
"prisión","imprisonment","fear","-0.734","0.26","-0.058","medio"
"prisión","prison","fear","-0.776","0.354","-0.018","alto"
"prisión","imprisonment","sadness","-0.734","0.26","-0.058","medio"
"prisión","prison","sadness","-0.776","0.354","-0.018","alto"
"prisionero","prisoner","anger","-0.858","0.308","-0.384","medio"
"prisionero","prisoner","disgust","-0.858","0.308","-0.384","medio"
"prisionero","prisoner","fear","-0.858","0.308","-0.384","medio"
"prisionero","prisoner","sadness","-0.858","0.308","-0.384","medio"
"privación","deprivation","anger","-0.612","0.22","-0.174","medio"
"privación","deprivation","disgust","-0.612","0.22","-0.174","medio"
"privación","deprivation","fear","-0.612","0.22","-0.174","medio"
"privación","deprivation","sadness","-0.612","0.22","-0.174","medio"
"privación","hardship","sadness","-0.812","0.55","-0.036","alto"
"privado","privy","trust","0.166","-0.038","0.296","medio"
"privilegiado","privileged","joy","0.734","-0.02","0.619","medio"
"privilegiado","privileged","trust","0.734","-0.02","0.619","medio"
"probabilidad","probability","anticipation","0.346","-0.27","0.302","medio"
"probado","proven","trust","0.448","-0.378","0.222","bajo"
"probidad","probity","trust","-0.062","-0.154","0.196","medio"
"problema","problem","fear","-0.876","0.288","-0.17","medio"
"problema","problem","sadness","-0.876","0.288","-0.17","medio"
"proceder","proceeding","anticipation","0.376","-0.144","0.506","medio"
"procedimiento","procedure","fear","0.25","0.096","0.308","medio"
"procesable","actionable","anger","0.346","0.404","0.226","alto"
"procesable","actionable","disgust","0.346","0.404","0.226","alto"
"procesar","indict","anger","-0.624","0.462","-0.084","alto"
"procesar","impeach","disgust","-0.584","0.552","0.328","alto"
"procesar","indict","fear","-0.624","0.462","-0.084","alto"
"procesar","impeach","fear","-0.584","0.552","0.328","alto"
"procesión","procession","joy","0.312","0.078","0.286","medio"
"procesión","procession","sadness","0.312","0.078","0.286","medio"
"procesión","procession","surprise","0.312","0.078","0.286","medio"
"procurador","proctor","trust","0.104","-0.08","0.174","medio"
"producción","production","anticipation","0.388","0.188","0.562","medio"
"profanación","desecration","anger","-0.75","0.666","0.128","alto"
"profanación","desecration","disgust","-0.75","0.666","0.128","alto"
"profanación","desecration","fear","-0.75","0.666","0.128","alto"
"profanación","desecration","sadness","-0.75","0.666","0.128","alto"
"profano","profane","anger","-0.666","0.402","-0.128","alto"
"profecía","prophecy","anticipation","0.494","0.384","0.5","alto"
"profesional","professional","trust","0.666","-0.106","0.886","medio"
"profesor","teacher","trust","0.52","-0.192","0.77","medio"
"profesor","professor","trust","0.312","-0.204","0.442","medio"
"profeta","prophet","anticipation","0.346","-0.076","0.548","medio"
"profeta","prophet","trust","0.346","-0.076","0.548","medio"
"profético","prophetic","anticipation","0.376","0.172","0.592","medio"
"profiláctico","prophylactic","anticipation","0.02","-0.018","0.054","medio"
"profiláctico","prophylactic","trust","0.02","-0.018","0.054","medio"
"profundidad","depth","trust","0.416","0.122","0.518","medio"
"progresión","progression","anticipation","0.48","0.124","0.6","medio"
"progresión","progression","joy","0.48","0.124","0.6","medio"
"progresión","progression","sadness","0.48","0.124","0.6","medio"
"progresión","progression","trust","0.48","0.124","0.6","medio"
"progresivo","creeping","anticipation","-0.416","0.226","-0.436","medio"
"Progreso","progress","anticipation","0.635","0.284","0.754","medio"
"Progreso","progress","joy","0.635","0.284","0.754","medio"
"prohibido","prohibited","anger","-0.77","0.54","-0.036","alto"
"prohibido","prohibited","disgust","-0.77","0.54","-0.036","alto"
"prohibido","prohibited","fear","-0.77","0.54","-0.036","alto"
"prohibir","forbid","sadness","-0.77","0.372","0.196","alto"
"prólogo","prologue","anticipation","0.142","-0.216","0.092","medio"
"prolongar","prolong","disgust","0.146","0.134","0.07","medio"
"promesa","pledge","joy","0.438","-0.02","0.528","medio"
"promesa","promise","joy","0.646","0","0.408","medio"
"promesa","promise","trust","0.646","0","0.408","medio"
"promesa","pledge","trust","0.438","-0.02","0.528","medio"
"prometido","betrothed","anticipation","0.666","0.26","0.334","medio"
"prometido","betrothed","joy","0.666","0.26","0.334","medio"
"prometido","betrothed","trust","0.666","0.26","0.334","medio"
"pronóstico","prognostic","anticipation","0.292","0.208","0.408","medio"
"pronóstico","forecast","anticipation","0.566","-0.162","0.396","medio"
"pronóstico","prognosis","anticipation","0","0.012","0.258","medio"
"pronóstico","prognosis","fear","0","0.012","0.258","medio"
"pronóstico","forecast","trust","0.566","-0.162","0.396","medio"
"propensión","leaning","trust","-0.04","-0.182","-0.296","medio"
"propicio","auspicious","anticipation","0.124","0.27","0.338","medio"
"propicio","auspicious","joy","0.124","0.27","0.338","medio"
"Proporcionar","providing","anticipation","0.632","0.1","0.792","medio"
"Proporcionar","providing","joy","0.632","0.1","0.792","medio"
"Proporcionar","providing","trust","0.632","0.1","0.792","medio"
"prospectivamente","prospectively","anticipation","0.52","0.24","0.358","medio"
"prosperando","thriving","anticipation","0.73","0.042","0.558","medio"
"prosperando","thriving","joy","0.73","0.042","0.558","medio"
"prosperar","prosper","anticipation","0.87","0.266","0.714","medio"
"prosperar","prosper","joy","0.87","0.266","0.714","medio"
"próspero","prosperous","joy","0.896","0.254","0.78","medio"
"prostitución","prostitution","disgust","-0.75","0.686","-0.05","alto"
"prostitución","prostitution","sadness","-0.75","0.686","-0.05","alto"
"prostituta","prostitute","disgust","-0.666","0.72","-0.146","alto"
"protector","protector","trust","0.558","-0.28","0.648","medio"
"proteger","protecting","trust","0.756","0.116","0.664","medio"
"protegido","protected","trust","0.708","-0.244","0.418","medio"
"proveer","provide","trust","0.666","0.034","0.408","medio"
"provisional","interim","anticipation","0.208","-0.2","0.048","medio"
"provocación","provocation","anger","-0.58","0.786","0.41","alto"
"provocador","provoking","anger","-0.324","0.84","0.434","alto"
"provocador","provoking","disgust","-0.324","0.84","0.434","alto"
"proyectil","projectile","fear","-0.448","0.73","0.548","alto"
"proyectiles","projectiles","fear","-0.5","0.696","0.736","alto"
"prudente","prudent","trust","0.412","-0.5","0.314","bajo"
"prueba","ordeal","anger","-0.312","0.078","0.058","medio"
"prueba","ordeal","surprise","-0.312","0.078","0.058","medio"
"prueba","proof","trust","-0.124","0.018","0.238","medio"
"psicosis","psychosis","anger","-0.666","0.718","-0.376","alto"
"psicosis","psychosis","fear","-0.666","0.718","-0.376","alto"
"psicosis","psychosis","sadness","-0.666","0.718","-0.376","alto"
"público","public","anticipation","0.184","0.02","0.328","medio"
"puerta","gateway","trust","0.184","-0.248","0.058","medio"
"puerto","harbor","trust","0.188","-0.288","0.268","medio"
"puesta de sol","sunset","anticipation","0.564","-0.663","-0.404","bajo"
"pulga","flea","disgust","-0.428","-0.294","-0.564","medio"
"pulla","taunt","anger","-0.834","0.392","-0.29","alto"
"pulla","taunt","fear","-0.834","0.392","-0.29","alto"
"pulla","taunt","sadness","-0.834","0.392","-0.29","alto"
"pulpo","octopus","disgust","0.426","-0.244","-0.178","medio"
"puma","puma","fear","0.23","0.408","0.122","alto"
"puma","puma","surprise","0.23","0.408","0.122","alto"
"punitivo","punitive","anger","-0.438","0.152","0.21","medio"
"punitivo","punitive","fear","-0.438","0.152","0.21","medio"
"punitivo","punitive","sadness","-0.438","0.152","0.21","medio"
"puntaje","score","anticipation","0.34","-0.224","0.178","medio"
"puntaje","score","joy","0.34","-0.224","0.178","medio"
"puntaje","score","surprise","0.34","-0.224","0.178","medio"
"punteado","dashed","anger","-0.448","-0.214","-0.324","medio"
"punteado","dashed","fear","-0.448","-0.214","-0.324","medio"
"punteado","dashed","sadness","-0.448","-0.214","-0.324","medio"
"punto de referencia","landmark","trust","0.388","-0.29","0.362","medio"
"punto muerto","standoff","anger","-0.334","0.68","0.116","alto"
"punto muerto","standoff","fear","-0.334","0.68","0.116","alto"
"puntual","punctual","anticipation","0.49","-0.326","0.272","medio"
"puntual","punctual","trust","0.49","-0.326","0.272","medio"
"puñalada","stab","anger","-0.666","0.764","0.19","alto"
"puñalada","stab","fear","-0.666","0.764","0.19","alto"
"puñalada","stab","sadness","-0.666","0.764","0.19","alto"
"puñalada","stab","surprise","-0.666","0.764","0.19","alto"
"puñetazo","punch","anger","-0.542","0.574","0.216","alto"
"puñetazo","punch","fear","-0.542","0.574","0.216","alto"
"puñetazo","punch","sadness","-0.542","0.574","0.216","alto"
"puñetazo","punch","surprise","-0.542","0.574","0.216","alto"
"puramente","purely","trust","0.368","-0.118","0.072","medio"
"pureza","purity","surprise","0.646","-0.59","0.424","bajo"
"purga","purge","fear","-0.75","0.132","-0.346","medio"
"purgatorio","purgatory","disgust","-0.49","0.41","-0.174","alto"
"purgatorio","purgatory","fear","-0.49","0.41","-0.174","alto"
"purificación","purification","trust","0.694","-0.096","0.548","medio"
"purificar","purify","joy","0.646","-0.392","0.492","bajo"
"purificar","purify","trust","0.646","-0.392","0.492","bajo"
"pus","pus","disgust","-0.73","-0.138","-0.548","medio"
"puta","slut","anger","-0.858","0.616","-0.382","alto"
"puta","whore","disgust","-0.73","0.76","-0.334","alto"
"puta","slut","disgust","-0.858","0.616","-0.382","alto"
"putativo","putative","trust","0.02","-0.04","-0.18","medio"
"putrefacción","rot","disgust","-0.938","0.116","-0.398","medio"
"putrefacción","rot","fear","-0.938","0.116","-0.398","medio"
"putrefacción","rot","sadness","-0.938","0.116","-0.398","medio"
"qué","wot","trust","0.04","-0.04","-0.286","medio"
"que se acerca","approaching","anticipation","0.48","0.114","-0.018","medio"
"queja","grievance","anger","-0.816","0.27","-0.272","medio"
"queja","grumble","anger","-0.798","0.5","-0.334","alto"
"queja","complaint","anger","-0.714","0.212","-0.438","medio"
"queja","grumble","disgust","-0.798","0.5","-0.334","alto"
"queja","grievance","disgust","-0.816","0.27","-0.272","medio"
"queja","grievance","sadness","-0.816","0.27","-0.272","medio"
"quejarse","complain","anger","-0.714","0.364","-0.28","alto"
"quejarse","complain","sadness","-0.714","0.364","-0.28","alto"
"quemado","burnt","disgust","-0.836","0.426","-0.288","alto"
"querida","darling","joy","0.77","-0.26","0.216","medio"
"querida","darling","trust","0.77","-0.26","0.216","medio"
"queroseno","kerosene","fear","-0.396","0.046","-0.146","medio"
"quietud","stillness","fear","0.458","-0.75","-0.322","bajo"
"quietud","stillness","sadness","0.458","-0.75","-0.322","bajo"
"quimera","chimera","fear","-0.416","0.164","-0.256","medio"
"quimera","chimera","surprise","-0.416","0.164","-0.256","medio"
"químico","chemist","trust","-0.184","0.15","0.22","medio"
"quisquilloso","touchy","anger","-0.354","0.02","-0.314","medio"
"quisquilloso","touchy","sadness","-0.354","0.02","-0.314","medio"
"quiste","cyst","fear","-0.654","0.156","-0.376","medio"
"quiste","cyst","sadness","-0.654","0.156","-0.376","medio"
"rabia","rage","anger","-0.836","0.776","0.316","alto"
"rabioso","rabid","anger","-0.822","0.654","-0.092","alto"
"rabioso","rabid","anticipation","-0.822","0.654","-0.092","alto"
"rabioso","rabid","disgust","-0.822","0.654","-0.092","alto"
"rabioso","rabid","fear","-0.822","0.654","-0.092","alto"
"rabioso","rabid","sadness","-0.822","0.654","-0.092","alto"
"racional","rational","trust","0.55","-0.306","0.264","medio"
"Radar","radar","trust","0.042","0.23","0.158","medio"
"radiación","radiation","fear","-0.666","0.482","0.072","alto"
"radiante","beaming","anticipation","0.784","0.308","0.174","medio"
"radiante","beaming","joy","0.784","0.308","0.174","medio"
"radiante","radiant","joy","0.602","0.434","0.582","alto"
"radioactivo","radioactive","fear","-0.62","0.596","0.482","alto"
"radón","radon","fear","-0.354","-0.164","-0.25","medio"
"raído","frayed","sadness","-0.376","-0.274","-0.386","medio"
"rallado","grated","anger","-0.286","-0.076","-0.278","medio"
"RAM","ram","anger","-0.188","-0.096","-0.224","medio"
"RAM","ram","anticipation","-0.188","-0.096","-0.224","medio"
"ramera","harlot","disgust","-0.604","0.596","-0.34","alto"
"ramo","bouquet","joy","0.448","-0.296","-0.388","medio"
"ramo","bouquet","trust","0.448","-0.296","-0.388","medio"
"rancio","rancid","disgust","-0.688","-0.098","-0.572","medio"
"rancio","musty","disgust","-0.292","-0.266","-0.466","medio"
"ranura","sloth","disgust","-0.604","-0.72","-0.75","bajo"
"rapaces","raptors","fear","-0.44","0.13","0.182","medio"
"rapidez","quickness","surprise","0.548","0.27","0.48","medio"
"rápido","rapid","surprise","0.334","0.576","0.536","alto"
"rapto","rapture","anticipation","-0.122","0.766","0.134","alto"
"rapto","rapture","joy","-0.122","0.766","0.134","alto"
"rareza","oddity","disgust","-0.376","0.114","-0.228","medio"
"rareza","oddity","sadness","-0.376","0.114","-0.228","medio"
"rareza","oddity","surprise","-0.376","0.114","-0.228","medio"
"rareza","rarity","surprise","0.292","0.096","-0.272","medio"
"rata","rat","disgust","-0.458","0.134","-0.49","medio"
"rata","rat","fear","-0.458","0.134","-0.49","medio"
"ratificar","ratify","trust","0.5","-0.076","0.432","medio"
"reaccionar","react","anger","0","0.432","0.434","alto"
"reaccionar","react","fear","0","0.432","0.434","alto"
"reacio","reluctant","fear","-0.416","0.26","-0.136","medio"
"real","regal","trust","0.286","-0.082","0.112","medio"
"real","real","trust","0.438","0.02","0.434","medio"
"realizar","accomplish","joy","0.858","0.346","0.632","alto"
"realizar","fulfill","joy","0.568","-0.078","0.154","medio"
"reanimar","revive","anticipation","0.352","0.56","0.556","alto"
"reaparecer","reappear","surprise","0.376","0.25","0.264","medio"
"reavivar","rekindle","anticipation","0.312","0.04","0.576","medio"
"reavivar","rekindle","fear","0.312","0.04","0.576","medio"
"reavivar","rekindle","joy","0.312","0.04","0.576","medio"
"reavivar","rekindle","surprise","0.312","0.04","0.576","medio"
"rebelde","rebel","anger","-0.53","0.66","0.11","alto"
"rebelde","rebel","fear","-0.53","0.66","0.11","alto"
"rebelión","rebellion","anger","-0.51","0.686","0.492","alto"
"rebelión","rebellion","disgust","-0.51","0.686","0.492","alto"
"rebelión","rebellion","fear","-0.51","0.686","0.492","alto"
"recado","errand","anticipation","-0.23","0.038","-0.036","medio"
"recado","errand","trust","-0.23","0.038","-0.036","medio"
"recaída","relapse","fear","-0.654","-0.08","-0.394","medio"
"recaída","relapse","sadness","-0.654","-0.08","-0.394","medio"
"recalcitrante","recalcitrant","anger","-0.286","0.248","0.16","medio"
"recalcitrante","recalcitrant","disgust","-0.286","0.248","0.16","medio"
"recargo","surcharge","anger","-0.25","0.056","0","medio"
"recepción","receiving","anticipation","0.438","0.124","0.246","medio"
"recepción","receiving","joy","0.438","0.124","0.246","medio"
"recepción","receiving","surprise","0.438","0.124","0.246","medio"
"recesión","recession","anger","-0.264","-0.204","-0.254","medio"
"recesión","recession","disgust","-0.264","-0.204","-0.254","medio"
"recesión","recession","fear","-0.264","-0.204","-0.254","medio"
"recesión","recession","sadness","-0.264","-0.204","-0.254","medio"
"rechaza","rejects","anger","-0.834","0.274","-0.156","medio"
"rechaza","rejects","fear","-0.834","0.274","-0.156","medio"
"rechaza","rejects","sadness","-0.834","0.274","-0.156","medio"
"rechazado","refused","sadness","-0.674","-0.05","-0.624","medio"
"rechazar","reject","anger","-0.88","0.294","-0.26","medio"
"rechazar","reject","fear","-0.88","0.294","-0.26","medio"
"rechazar","reject","sadness","-0.88","0.294","-0.26","medio"
"rechazo","rejection","anger","-0.84","0.408","-0.34","alto"
"rechazo","rejection","disgust","-0.84","0.408","-0.34","alto"
